,pred
203,390.7261582104031
204,436.2563595099763
205,480.92819208552464
206,486.9607382865438
207,451.3211866724416
208,367.47740627781326
209,282.2354047297504
210,230.23381158225573
211,213.6950879450737
212,222.9737799226099
213,211.98444680656632
214,173.29173115410947
215,137.3924519649853
216,137.88735011407206
217,189.25947222334395
218,268.8275933205912
219,338.05638932714913
220,384.59407180464416
221,380.8610775316467
222,357.89459673850683
223,346.5843715914024
224,352.9426034366793
225,361.9484146730699
226,378.1038311960009
227,414.2909883018034
228,456.095609327199
229,502.5706282359422
230,504.69205586813626
231,465.77745485628066
232,312.0992309935957
233,193.86992567255646
234,188.38559767022144
235,151.1692680672524
236,157.9626956470599
237,142.10394868728326
238,103.97472186883542
239,74.8484819099314
240,100.95561708645084
241,161.07254361152923
242,236.95903059863613
243,277.76794403518863
244,337.7961415677048
245,334.92042630458695
246,305.1687425039443
247,297.7708035709773
248,338.57580419989426
249,345.7722217266296
250,365.4564282130181
251,394.4543248853995
252,439.71028611057284
253,490.69275691606504
254,499.283996693989
255,456.0302281108508
256,313.8209615912141
257,293.3993833832097
258,232.3925839330153
259,223.3192880329892
260,218.1970840721465
261,209.04377014678528
262,178.46275161875144
263,141.48297732222034
264,148.5878128651072
265,188.4843767556976
266,262.56177563690886
267,336.3840622333214
268,377.280901434141
269,381.19157210188007
270,362.04492152235224
271,351.9033023175334
272,349.216669808218
273,361.6321341177402
274,383.5792254556394
275,410.92895282153916
276,458.47575310118816
277,508.3574476248614
278,515.4064505804724
279,474.8434974140647
280,386.1946616886596
281,306.8331104899566
282,249.52125722825446
283,232.68150547911983
284,236.75806312264865
285,222.2042024574971
286,186.46511038960392
287,120.87409867423358
288,123.7488806842449
289,171.77466932835557
290,215.91089817273644
291,309.7861395360467
292,340.4924906527
293,335.02201576472845
294,316.1977089654365
295,310.1390041393731
296,300.0473486289628
297,339.1231934811714
298,312.69370485936616
299,346.15067944506416
300,393.5246019032008
301,429.62928478028664
302,405.5188778753544
303,369.178471478924
304,293.56510247189436
305,232.21804111189803
306,172.33792489393508
307,161.21180814543055
308,167.13587641297227
309,157.73656212625474
310,122.33951907108272
311,116.96134005560504
312,117.85526916552999
313,162.42420692079543
314,215.4807829774869
315,320.3217429067315
316,358.1166803221541
317,353.43495491969713
318,346.06811457512356
319,320.04183452430107
320,325.5270513256791
321,337.36550149665266
322,357.7917092144372
323,393.12656211381795
324,439.9490909065059
325,495.76899007263506
326,507.69459163144046
327,463.333300711721
328,380.1593780032499
329,302.63333761079423
330,236.9918474912169
331,218.02115798118987
332,210.75232668402617
333,202.52584295048578
334,163.57157753959393
335,128.18773068543953
336,120.76154110387118
337,177.3318861783727
338,233.41213185164324
339,318.63876252535766
340,362.3304195181097
341,376.5618664078471
342,353.07595846242475
343,333.6403722081105
344,327.216189905563
345,338.22534296805634
346,352.3713997196902
347,402.81877147540195
348,434.63751805084394
349,478.3427074969775
350,488.92795162531985
351,446.6920739084022
352,366.4798076801182
353,279.18975889226533
354,214.21063693462276
355,198.70783420836713
356,222.57040356227665
357,146.58231220937222
358,157.1511778475799
359,103.22524544598045
360,125.55294912248523
361,173.14444955070678
362,251.84923305400375
363,323.9067778419072
364,376.10504615617714
365,371.5208970922261
366,341.76889978016766
367,321.449924414626
368,314.54282481469085
369,324.1118572333034
370,332.99778199403096
371,381.6466754352947
372,421.1222395748148
373,463.03156761716195
374,477.96750438419343
375,437.40089515955333
376,360.9978305373637
377,270.1734516441685
378,213.68516664505952
379,207.89083694590596
380,185.24217388543934
381,144.58699690517312
382,92.37755706203865
383,54.8489409611056
384,57.99058821455952
385,106.37573172214834
386,229.40355302562756
387,299.7305630190906
388,310.1182265305432
389,312.6979799293493
390,291.00258927328883
391,288.12112653166133
392,275.48083972377435
393,309.41016395595744
394,316.0747233687505
395,350.3956312855647
396,430.6678561065434
397,482.2756224605031
398,485.2260883501867
399,432.69285676871834
400,351.9989400095485
401,266.16481918859546
402,225.9702695435908
403,207.67088157164525
404,203.88382042914827
405,190.48715332770666
406,152.3898014114979
407,102.51481620723311
408,100.16347435725791
409,162.96288072341196
410,241.8363463113621
411,317.8758718450521
412,359.2514624405944
413,356.1633989534871
414,354.3568577069851
415,337.96545280499845
416,337.90333757596375
417,337.3188098345003
418,363.35556881332406
419,396.3344020735924
420,435.012948186651
421,474.0946105621115
422,426.9172590169062
423,405.25108092585083
424,326.17226104872304
425,252.19536238456627
426,199.54043594746224
427,192.01222703437296
428,189.00365030810764
429,176.48714999341087
430,146.77497454204655
431,109.98647207718477
432,97.52080105603619
433,157.60933654508176
434,228.42435691323053
435,307.41618231460757
436,353.1312194927359
437,364.0114258991722
438,346.55284335087595
439,340.4189013872912
440,353.95586394019176
441,350.05527028484363
442,373.53671613792153
443,425.3572670252123
444,456.93407446414494
445,498.84222455384315
446,505.27386586101056
447,468.57163121800454
448,384.22901402556727
449,294.9818612543097
450,247.32754637674432
451,218.1045426088151
452,217.18790533563023
453,205.87117736605114
454,180.0290452989953
455,137.2056430294964
456,137.90791554483553
457,174.387012642898
458,261.28081822742786
459,327.2165238388336
460,379.09045497709093
461,385.7725338567218
462,365.68624884547046
463,355.37858720404626
464,351.48363072329414
465,364.62063333490426
466,384.5432398263424
467,423.9585519880112
468,470.3648224411031
469,518.5847371079532
470,530.9044367112347
471,488.35209051723723
472,413.47208614271767
473,327.11688346168546
474,274.5212410054495
475,243.6752714768787
476,234.97092234284693
477,224.8998724363667
478,188.0561627664672
479,159.70309429764944
480,163.15752363794417
481,208.06631248924703
482,267.8239315085616
483,341.76472918088746
484,386.71557732088513
485,383.3773231577503
486,376.30403084852287
487,380.5246571114891
488,374.9337364434131
489,385.2936450985858
490,407.82198016019674
491,442.62715931572967
492,487.336060875788
493,543.5477874566736
494,541.0488717168805
495,500.95387266414554
496,410.14451422755735
497,324.26076519349385
498,259.237823062839
499,240.80515227116956
500,238.90849003879154
501,218.6714190724428
502,187.07996553164338
503,153.03958991584017
504,148.10774364780258
505,205.3879234234032
506,283.4949198882138
507,339.16017191647734
508,380.9703389522776
509,398.06758109067346
510,389.24390633104804
511,364.7485796888727
512,381.1617907526187
513,384.8209852100043
514,399.73958545661355
515,427.3852754240049
516,467.84891350265946
517,503.70661220822944
518,517.2334611987413
519,480.9684811113399
520,385.70560240997617
521,290.83622410877797
522,232.48372721497518
523,231.0080724220972
524,241.45319274511485
525,212.0932680292489
526,180.55041299203754
527,139.2242119145689
528,139.92274000739405
529,190.31033576063402
530,262.9102115224569
531,338.8498839699432
532,376.12585529367936
533,382.06570018778774
534,362.9156007342431
535,329.7804717385395
536,337.4977994530784
537,337.9320714441907
538,364.9604985404221
539,409.87428110823265
540,430.31370006062
541,476.3290038753395
542,491.64910485089933
543,440.3669366248786
544,365.61015541876657
545,278.9234862064007
546,229.99512053435942
547,212.97142481462635
548,216.22542617644388
549,199.23199319421633
550,164.9604845483326
551,123.77076672532365
552,79.09787290023638
553,131.8179745427335
554,235.1334067449956
555,279.56243994689754
556,335.4250105214066
557,328.5848195802373
558,279.549560517818
559,265.260313189447
560,263.0096216713504
561,271.1971271231141
562,276.30126344286674
563,316.29609243667403
564,382.5152518973647
565,425.3769303228156
566,476.1948620820383
567,439.0581671011243
568,363.2327189009325
569,287.437619954792
570,223.2742607145852
571,158.25040652302886
572,185.77057581565003
573,213.70767669589623
574,166.44849095554753
575,131.2838887248505
576,131.99398125137014
577,179.9316594754323
578,257.4571455326375
579,322.68510569487944
580,331.24025376920093
581,327.0165589752072
582,311.2012654777001
583,300.07117105816343
584,304.77671651434326
585,313.53210841739593
586,338.92449838549425
587,395.4053855055587
588,443.25649791646106
589,485.0480067418354
590,499.01763976791284
591,459.3290618740781
592,378.60846687753315
593,289.9004020533417
594,236.95790420288546
595,226.0620006103736
596,223.8557214874099
597,214.17962960984312
598,160.5940893580687
599,127.4705252947007
600,127.30330613370013
601,178.63740872134963
602,267.27752190712135
603,345.7613759135427
604,372.10062648650006
605,373.64751582754593
606,339.9897105214619
607,336.2810570559666
608,304.6568110639374
609,343.69809399991505
610,362.319416266835
611,405.748289320704
612,448.71448566810335
613,496.52831524910016
614,516.4377268767271
615,466.25149773471867
616,371.6062253501286
617,291.94914631799134
618,216.28122846519966
619,202.1145318023014
620,221.952002853454
621,198.59148541263417
622,161.9225472109537
623,127.27191762238998
624,130.14669963534988
625,176.5334892043515
626,257.6944914498555
627,329.7787462994109
628,381.1388704147102
629,380.11038571584254
630,364.2169513079408
631,349.47180777038096
632,354.2557677903426
633,357.90389308889974
634,384.6956058449749
635,418.15258043102506
636,466.47775815898177
637,508.65692305499243
638,519.8118631982722
639,479.9617002444719
640,399.69879433089795
641,316.7441953576772
642,262.08519625113377
643,242.86633151302095
644,218.94415755735722
645,209.91482687608362
646,183.46693667763844
647,139.34903458577125
648,131.46912060612536
649,184.5188072371774
650,260.4057015335861
651,330.0053168924285
652,373.6712828450111
653,381.27094095647584
654,366.82345873171874
655,355.63667492800954
656,354.8556072610137
657,369.4496661747952
658,382.75277685477863
659,418.6814614714653
660,444.5260338305484
661,480.9348498645985
662,494.2039226625833
663,451.1448489831431
664,365.2711305321927
665,279.56992995522506
666,245.65127517406847
667,230.70996525669267
668,225.80806973620616
669,209.89694031762065
670,181.66867316674583
671,138.78829753897102
672,141.3155627244525
673,186.84258401691574
674,259.54377496753176
675,328.04030751722837
676,361.15704470727036
677,355.8939091399692
678,343.4135191073965
679,334.562495658916
680,330.9121763201231
681,332.8392270381397
682,356.4076156306183
683,382.5792723739621
684,421.9977430974
685,462.46579984851815
686,476.89336682021985
687,440.05878632246726
688,356.7185402446114
689,275.99905643563886
690,219.27789540664912
691,194.69643846306647
692,201.20293636382286
693,183.33704510745287
694,149.1027393009688
695,84.40265885022566
696,95.87533499409548
697,117.12437312925226
698,192.71122749413854
699,253.4215756929758
700,319.88080629801004
701,310.1887670551703
702,263.0717652371757
703,263.2813639634676
704,244.39679153442614
705,281.1328162129076
706,299.20970295180723
707,339.40444717444643
708,383.78828469381773
709,427.1121377384383
710,447.5356206002324
711,410.25983627832
712,333.10713213451805
713,255.36165935817138
714,203.74184291704205
715,159.86814771652573
716,188.21293142345235
717,177.22359830758728
718,145.64354043241514
719,115.32427024070654
720,117.12244625535112
721,165.8031175976754
722,249.40616069959
723,317.2914854692003
724,346.71529416796466
725,377.74901630074095
726,352.46106834391196
727,336.6412930267438
728,342.86061791488845
729,359.37819868813546
730,384.1823433914697
731,419.8020208813975
732,470.45737438993854
733,514.6670323478095
734,527.7070574024679
735,487.0051717302271
736,410.70999221315134
737,320.2468244547581
738,256.25796191024466
739,242.0964246138526
740,235.86806679707118
741,218.0824561416959
742,177.21362876258638
743,146.0884568350043
744,150.46348776110443
745,201.09261675505786
746,246.51547056591548
747,323.4764972584502
748,368.7549795453541
749,374.1780906589492
750,401.55111347135914
751,384.0995936627163
752,383.8012117302569
753,392.0684766356263
754,412.898658351125
755,461.4591051668276
756,503.3518800000485
757,549.8545547465596
758,561.8089809144303
759,507.6072493481788
760,427.9422609646284
761,347.188718935317
762,293.3773780082859
763,266.65209427156947
764,265.9963164851879
765,244.49046994268673
766,212.75857934190245
767,188.8120898674158
768,175.64042082603277
769,226.30278779506907
770,282.7966655750602
771,352.06679462623737
772,428.1086788137138
773,435.6049156488637
774,426.9257642632938
775,412.8504194775662
776,415.84605301955776
777,430.35913638092234
778,433.5505788137833
779,479.6452226117866
780,522.2906453071546
781,564.3879464348004
782,562.5477394222944
783,530.0751467464181
784,448.6020661417235
785,357.2007995554429
786,301.37716012177526
787,293.9493962885972
788,255.30435548233356
789,263.54616210110834
790,229.24790101817254
791,197.28872220152664
792,188.8639911795097
793,230.00649295790555
794,313.4324676002808
795,402.23629732105974
796,440.5025677663939
797,428.3489730473557
798,409.49491213792396
799,399.63513800461817
800,404.5576164313946
801,419.60663052399366
802,437.5056851848735
803,471.74354823973977
804,525.739198918676
805,524.8631188330639
806,525.8812888022701
807,462.8120776186261
808,387.8496610489596
809,272.382206731667
810,275.37844277080904
811,239.10054062091052
812,235.76304696754275
813,228.0453391272559
814,159.86703241304593
815,133.2015013562446
816,133.29274430991455
817,183.6554884647138
818,292.0312735017993
819,358.2677024737456
820,407.38654395053345
821,415.9202632749284
822,398.1074738705972
823,383.6056534674742
824,391.8080010615899
825,406.0102325602224
826,411.50471853543456
827,456.3357335538279
828,505.3692493271508
829,547.8143068380392
830,557.7201932483663
831,520.5186492691208
832,437.9783630966481
833,355.31957525821963
834,300.10534530725613
835,285.51010051227934
836,283.17690920314794
837,237.12015389473842
838,208.94454482745178
839,158.9442270800855
840,164.83918694521878
841,223.0337927533086
842,305.0832483220493
843,373.1051527080874
844,427.0267148530443
845,426.4349403865077
846,413.6161484366968
847,385.5123781563844
848,384.527592156494
849,385.9616190325645
850,411.99804495310656
851,452.6239731088778
852,490.9788807976146
853,531.4171834377582
854,538.045409459736
855,491.012116947688
856,406.920110558232
857,319.22197908500743
858,269.743744606744
859,254.9995984484724
860,262.2204393422856
861,243.34679805164015
862,205.99456310512096
863,168.07415579108158
864,158.54209696945713
865,217.07956142850193
866,287.3282159197044
867,361.5841876346467
868,396.21340985133736
869,399.0353256050189
870,393.9928064811874
871,381.89859027025534
872,340.89757004610726
873,359.392672013302
874,395.4329607610068
875,420.73316315421744
876,479.68081348140765
877,522.3752450708566
878,526.3804129125067
879,484.8542034435608
880,405.80783784256414
881,323.43016321293135
882,269.72408615023676
883,255.8768132831054
884,256.4209681940362
885,238.78316620178407
886,190.40209743063684
887,153.16173450622856
888,155.6316461381738
889,196.7523981526598
890,277.86560623603697
891,344.40295147214505
892,387.060600579005
893,381.37128171234497
894,375.4368884622007
895,357.9438516706168
896,353.5910328095305
897,367.96072394835466
898,385.4596117083932
899,424.01016159063647
900,468.80453727051406
901,515.4028338199669
902,529.7908384071507
903,498.70878058211434
904,414.61426011751985
905,333.61947970155944
906,276.8760530515139
907,260.32783045588667
908,260.0612583412682
909,245.62388652271133
910,194.298670822897
911,170.05266601897767
912,179.59022500745402
913,227.00061698562087
914,293.1689967439271
915,371.10204273740925
916,405.3542430828487
917,402.3098667507548
918,390.85415124829103
919,377.9198448173952
920,377.0131178204798
921,390.9096021421245
922,407.22227726802544
923,435.87410881561175
924,487.10680329643066
925,532.8369345482176
926,542.9022075506523
927,500.5114464177881
928,425.5728647182657
929,342.0689896594962
930,289.6974195502919
931,264.0855905685638
932,262.26318243802336
933,253.3114842629226
934,218.6910354339001
935,186.91545090206915
936,175.40938012508812
937,231.53016503514425
938,311.0996183032645
939,375.5830650308838
940,418.99264322591984
941,416.077072024465
942,400.3989240017454
943,401.95095505989184
944,401.3436873799876
945,415.76391928686763
946,427.8587522854778
947,461.1668172293531
948,519.6786488376134
949,563.5538559939102
950,568.1147398171876
951,522.2215431948975
952,446.3558381973718
953,342.5175060078808
954,296.50257875301304
955,282.72915822171416
956,285.6548437916122
957,271.1193788083193
958,229.45621156653232
959,197.49703274984444
960,193.0090028895172
961,249.3385147526187
962,302.28629721843146
963,397.82684363810563
964,417.1990307694738
965,434.73206309583975
966,447.0395138687343
967,403.247897214637
968,405.0763649826873
969,441.28443478892405
970,465.0444672787074
971,508.59550932383377
972,555.6735153978236
973,596.0137977120814
974,609.8374256452053
975,548.2753545850742
976,478.0698662262811
977,356.61432022284816
978,272.476534003367
979,261.35041725531454
980,180.56577828159521
981,167.13154198649676
982,168.31309055754758
983,136.94090187344483
984,131.31561637294607
985,208.4462410275179
986,288.368057330894
987,357.9676726892973
988,389.1241919376896
989,381.65259539184524
990,443.1718968962291
991,422.9431087783239
992,416.37657968600814
993,422.25669228199774
994,440.12201121469104
995,473.4371489652664
996,529.2593679063873
997,567.5305964523523
998,585.2714135513334
999,522.5912960162236
1000,444.8435277972306
1001,365.0709106826073
1002,300.44124468360883
1003,291.57296760545586
1004,293.5293606889173
1005,266.94978793970125
1006,229.67500818295443
1007,190.155042894169
1008,184.85466173628114
1009,232.96436950177676
1010,317.7911361633147
1011,403.93926799774863
1012,443.8578943681619
1013,453.31548569689494
1014,426.04242233631646
1015,414.80485458584354
1016,412.0317232946487
1017,421.6385228547757
1018,437.8042947569993
1019,461.31664234165754
1020,512.7457003006722
1021,555.544336138265
1022,551.0249823746374
1023,509.9042651497334
1024,433.1116800717767
1025,352.3921962620501
1026,296.6680527968503
1027,220.66815777205352
1028,254.42406012470815
1029,243.38747031530656
1030,203.2444254401587
1031,158.3911327510013
1032,165.81603362472026
1033,231.5316407061145
1034,320.56628629119956
1035,400.4737093172902
1036,431.94030073154147
1037,427.35615166856985
1038,409.5540317465492
1039,401.4615353051429
1040,396.62680893982235
1041,405.5230455746015
1042,423.1734539443553
1043,452.169020463023
1044,495.00777099147183
1045,545.9362450286096
1046,556.832751496067
1047,503.4265167770682
1048,428.28901949118386
1049,343.6117215077055
1050,285.2634114962691
1051,276.62032839102363
1052,280.00489174029434
1053,266.52121531167796
1054,233.59317790444598
1055,187.169516209182
1056,187.32418485986952
1057,250.23226604363637
1058,321.2514066686069
1059,409.57157278238196
1060,433.80958739998175
1061,445.32009797605053
1062,423.79206066645725
1063,417.17397980310193
1064,416.66348378282373
1065,431.0521965598306
1066,445.85963355071135
1067,464.4549245827231
1068,502.2201153101323
1069,534.0121178504756
1070,553.1112883591243
1071,503.468594801363
1072,360.1870717002856
1073,291.1555835137407
1074,259.28880906298724
1075,247.432437537209
1076,237.826138208668
1077,233.15967269817062
1078,181.77480778326944
1079,158.18426370800736
1080,160.97056614877334
1081,218.69605152659977
1082,297.5695171146948
1083,372.9961892928174
1084,405.30869918004555
1085,420.2771823695484
1086,406.9780759928308
1087,385.91321570221055
1088,386.44387202746066
1089,414.27674665021755
1090,423.04368304886026
1091,457.17683651060383
1092,505.8004924147135
1093,546.8194577474494
1094,556.410102589866
1095,504.8388187361022
1096,429.4187130821193
1097,347.64698176224624
1098,288.223756933922
1099,251.89454887466175
1100,280.8037427142854
1101,261.5608696205206
1102,241.27102600964238
1103,196.16874961483921
1104,205.48589947346596
1105,255.9462621397661
1106,336.38945533006944
1107,416.20197401687017
1108,455.03439640527995
1109,450.1898672199268
1110,428.1989715239094
1111,424.7439202777769
1112,415.32640669858534
1113,432.7256607875276
1114,445.81751134894887
1115,477.78210505222654
1116,529.3683356348973
1117,577.0390431780181
1118,551.1636604347225
1119,511.8673347710925
1120,432.2605033567896
1121,369.91154551444004
1122,316.4329031753719
1123,298.34292019165844
1124,293.9103021835532
1125,281.2986413194144
1126,243.38703975485652
1127,175.6699625956012
1128,203.43841949369002
1129,255.93011680726755
1130,335.31666114816863
1131,425.0013059208859
1132,461.8080564859889
1133,462.7511371466719
1134,454.37501469118024
1135,424.2813433480886
1136,428.0471140737395
1137,440.444775427913
1138,454.77863939867404
1139,492.4804967157297
1140,543.5934247961754
1141,591.8133394627691
1142,585.9607826179241
1143,545.3862259623224
1144,468.9711853069424
1145,375.19458170420785
1146,317.566999676288
1147,308.7390575660083
1148,285.6728999269874
1149,265.12600585430897
1150,232.83960759327027
1151,195.60644108300204
1152,197.7128908928336
1153,248.07563504845984
1154,332.03237336063535
1155,416.9236433597161
1156,459.4601728813302
1157,458.5362373357701
1158,458.7672631841999
1159,443.604051082965
1160,435.0785166841865
1161,421.9224840933662
1162,445.79429039397377
1163,509.78511632909294
1164,560.6104255199423
1165,593.6881967760773
1166,601.4170653971648
1167,557.2389945474278
1168,473.3614613195747
1169,386.2835872659318
1170,322.29537322533923
1171,311.65753509222475
1172,311.7854848527602
1173,301.0601495153104
1174,267.8373601130991
1175,227.87290932308332
1176,221.03288825347332
1177,276.64363308393047
1178,347.0454938925965
1179,429.3810569965015
1180,466.2015986240498
1181,464.45895208315494
1182,455.8617503402706
1183,428.1879065582509
1184,424.53758721938686
1185,429.5552004667846
1186,456.96485173710585
1187,424.97990452103807
1188,455.7137104890048
1189,526.3919391901521
1190,530.3952599131742
1191,489.5257574089065
1192,406.7772222557967
1193,324.0425315889282
1194,222.0813768244998
1195,186.46795452899903
1196,225.6251541037477
1197,194.78332374031783
1198,156.5140959249081
1199,123.64402386181317
1200,103.38051970044589
1201,190.29089408035748
1202,234.20159456820676
1203,313.7396599477336
1204,370.3417353708676
1205,361.99767565870326
1206,335.0195413099623
1207,346.21405410347364
1208,344.3666948922629
1209,350.7253352684762
1210,364.03456132362635
1211,407.5596782506297
1212,482.95283087005396
1213,531.6595854541159
1214,535.9221820464804
1215,490.9859637330372
1216,394.79260610905794
1217,316.3753977132411
1218,260.57408909810374
1219,240.5332721145229
1220,265.0883910628258
1221,251.22084364056437
1222,218.29280623474924
1223,183.60498711995245
1224,180.69199721490503
1225,223.6079903113971
1226,289.22840055199293
1227,367.53691140300674
1228,426.6743252049597
1229,426.5065216220978
1230,405.3519160484309
1231,401.75095644742146
1232,398.96714305560806
1233,407.98368676628627
1234,426.82604576600954
1235,450.89558358230477
1236,497.7910264433532
1237,533.9179871183956
1238,465.4703650481209
1239,428.3336700664408
1240,329.0105923032122
1241,250.82195792096203
1242,227.25651919142481
1243,212.7121450219241
1244,223.4968531116451
1245,231.77167575422064
1246,198.01550615239128
1247,159.48771753552472
1248,161.8475416042885
1249,218.53130775701135
1250,291.3501361871256
1251,347.2407435405937
1252,383.2043044432107
1253,385.2642291680937
1254,371.36545544469107
1255,361.55942207452324
1256,370.8376150444035
1257,373.71469406544134
1258,412.8108649736399
1259,444.44622699779336
1260,495.6123760046834
1261,540.0475743613088
1262,541.9522461817028
1263,493.21715568608727
1264,418.61774331715196
1265,329.4915450980884
1266,278.9654866571281
1267,239.3093540241188
1268,247.59174582708303
1269,232.08204273063984
1270,192.47290727697626
1271,176.9481050789346
1272,177.5191670106145
1273,224.51208728173953
1274,309.09445848554816
1275,376.3493806786551
1276,420.86300849063673
1277,427.49833216515816
1278,408.6253656102177
1279,397.08761708343116
1280,397.96378776302686
1281,405.2797068660498
1282,418.7415410344002
1283,457.4886137274698
1284,504.363678388536
1285,533.2305872368125
1286,548.1329165592429
1287,501.19004429229386
1288,425.8173631362615
1289,343.7459654866338
1290,295.33750279675496
1291,252.90360093450332
1292,256.6499797920682
1293,243.69425275191225
1294,202.41495650535316
1295,178.83639030329482
1296,177.36998999849533
1297,229.22354248343203
1298,320.9369850724959
1299,390.03876961403176
1300,420.745120731888
1301,419.0930502049652
1302,398.46108326617343
1303,378.13103388641423
1304,375.86396514263356
1305,390.25158753800577
1306,414.20527935706554
1307,444.19825968108796
1308,485.89336421411673
1309,532.0935637298273
1310,556.3516029576515
1311,509.56510650260196
1312,437.8214269497211
1313,358.5178789887526
1314,318.10507395718065
1315,272.83582663031206
1316,260.721468652583
1317,243.09500771098624
1318,208.56442023128363
1319,177.19223154943506
1320,143.86261683565252
1321,207.50266356004641
1322,283.34695047922764
1323,367.947789018446
1324,396.39446181564335
1325,404.1282710356652
1326,377.3276420757841
1327,356.42711833898073
1328,357.3678504893553
1329,370.0727562383231
1330,425.6817194727007
1331,456.3054064516674
1332,438.3252120317984
1333,460.4973919604622
1334,527.2273809691198
1335,490.7865878487976
1336,415.0818273030264
1337,321.6721839392421
1338,276.41591704181576
1339,236.68767108185557
1340,258.0720367653244
1341,223.60389861350524
1342,188.17012223148947
1343,155.28061868889972
1344,159.82759902313114
1345,232.2680103540759
1346,314.2027706591839
1347,392.4989034600139
1348,392.9673264784745
1349,398.80362090451473
1350,406.5560104228251
1351,404.89118135584226
1352,405.04892245690826
1353,417.25709738330704
1354,437.86247197313025
1355,461.6436067396151
1356,505.0010884401746
1357,513.5918683026372
1358,451.30154311819416
1359,465.17542500419165
1360,388.5366944374165
1361,315.2153190255168
1362,267.1415588420157
1363,249.80676978969367
1364,222.80702224802855
1365,227.2909854425414
1366,220.83891274965544
1367,179.56086146235685
